sa2_code,sa2_name,total_pop,pct_youth_18_34,median_age,median_weekly_income,median_weekly_rent,pct_students,rent_to_income_ratio
109011175,Albury Surrounds,12507.0,0.1188934196849764,44.0,755.0,222.0,0.1228781352926273,0.2940397350993377
109011175,Albury Surrounds,12507.0,0.1188934196849764,44.0,755.0,222.0,0.1228781352926273,0.2940397350993377
109011176,Lavington,15665.0,0.2014044047239068,40.0,647.0,250.0,0.2028175313059034,0.3863987635239567
109021177,Hay,2897.0,0.1660338280980324,48.0,701.0,175.0,0.1027479091995221,0.2496433666191155
109021178,Wentworth - Buronga,6511.0,0.1561972047304561,43.0,708.0,200.0,0.1047018904507998,0.2824858757062147
109021179,Wentworth-Balranald Region,3648.0,0.1732456140350877,43.0,746.0,200.0,0.0743871513102282,0.2680965147453083
109021179,Wentworth-Balranald Region,3648.0,0.1732456140350877,43.0,746.0,200.0,0.0743871513102282,0.2680965147453083
109031180,Corowa,5595.0,0.1290437890974084,52.0,634.0,230.0,0.1460142067876874,0.3627760252365931
109031181,Corowa Surrounds,7262.0,0.1282015973561002,50.0,662.0,265.0,0.1168898043254376,0.4003021148036254
109031182,Deniliquin,7038.0,0.1518897414038079,47.0,688.0,230.0,0.1391437308868501,0.3343023255813953
109031183,Deniliquin Surrounds,6837.0,0.127248793330408,49.0,638.0,170.0,0.0983350676378772,0.2664576802507837
109031184,Moama,6930.0,0.1239538239538239,49.0,687.0,322.0,0.1114237478897017,0.4687045123726346
109031185,Tocumwal - Finley - Jerilderie,9778.0,0.1225199427285743,52.0,631.0,200.0,0.1164794007490636,0.3169572107765451
110011186,Armidale,23967.0,0.2237242875620645,36.0,730.0,290.0,0.3005805674224997,0.3972602739726027
110011187,Armidale Surrounds - North,4527.0,0.1426993593991606,44.0,672.0,250.0,0.1167108753315649,0.3720238095238095
110011188,Armidale Surrounds - South,5894.0,0.1296233457753647,47.0,716.0,250.0,0.1742468989958653,0.3491620111731843
110011189,Walcha,3144.0,0.1307251908396946,50.0,683.0,200.0,0.1025641025641025,0.2928257686676427
110021190,Glen Innes,8931.0,0.1348113313178815,50.0,528.0,220.0,0.1190568225744105,0.4166666666666667
110021191,Inverell,12057.0,0.1755826490835199,41.0,666.0,270.0,0.1202902595590287,0.4054054054054054
110021192,Inverell Surrounds - East,5200.0,0.1378846153846153,47.0,490.0,200.0,0.09765625,0.4081632653061224
110021193,Inverell Surrounds - West,5734.0,0.1093477502615974,50.0,533.0,210.0,0.0952955367913148,0.3939962476547842
110021194,Tenterfield,6810.0,0.1060205580029368,55.0,490.0,240.0,0.1207196749854904,0.4897959183673469
110021194,Tenterfield,6810.0,0.1060205580029368,55.0,490.0,240.0,0.1207196749854904,0.4897959183673469
110031195,Moree,7845.0,0.2026768642447418,38.0,828.0,230.0,0.0878734622144112,0.2777777777777778
110031196,Moree Surrounds,5356.0,0.183345780433159,39.0,820.0,175.0,0.0747377622377622,0.2134146341463414
110031197,Narrabri,6898.0,0.1913598144389678,39.0,820.0,260.0,0.1360774818401937,0.3170731707317073
110031198,Narrabri Surrounds,4616.0,0.1583622183708838,42.0,727.0,200.0,0.104,0.2751031636863824
110041199,Gunnedah,9745.0,0.1982555156490508,36.0,788.0,300.0,0.1336123631680618,0.3807106598984771
110041200,Gunnedah Surrounds,4369.0,0.1675440604257267,41.0,739.0,275.0,0.1146822498173849,0.3721244925575101
110041201,Quirindi,7551.0,0.1368030724407363,47.0,620.0,230.0,0.1034635879218472,0.3709677419354839
110041202,Tamworth - East,21360.0,0.1943820224719101,38.0,766.0,300.0,0.1563533301842229,0.391644908616188
110041203,Tamworth - North,16517.0,0.1999757825270933,38.0,826.0,320.0,0.1804615996816554,0.387409200968523
110041204,Tamworth - West,5998.0,0.2220740246748916,30.0,660.0,290.0,0.0925332111772789,0.4393939393939394
110041205,Tamworth Surrounds,19038.0,0.1310011555835697,45.0,713.0,275.0,0.1268337975858867,0.3856942496493689
111011206,Belmont - Bennetts Green,17864.0,0.1625055978504254,44.0,745.0,360.0,0.2132859828702736,0.4832214765100671
111011207,Belmont South - Blacksmiths,5680.0,0.1422535211267605,49.0,653.0,330.0,0.1934501142421934,0.5053598774885145
111011208,Charlestown - Dudley,25254.0,0.1958897600380137,38.0,867.0,390.0,0.2337608605709557,0.4498269896193771
111011209,Glendale - Cardiff - Hillsborough,24588.0,0.1957865625508378,38.0,831.0,380.0,0.2351851851851852,0.457280385078219
111011210,Mount Hutton - Windale,9504.0,0.1877104377104377,41.0,617.0,255.0,0.1673409341669731,0.413290113452188
111011211,Redhead,3785.0,0.1030383091149273,48.0,771.0,420.0,0.1751760563380281,0.5447470817120622
111011212,Swansea - Caves Beach,12559.0,0.1212676168484752,49.0,686.0,360.0,0.189693329117926,0.5247813411078717
111011213,Valentine - Eleebana,12568.0,0.1130649267982177,45.0,894.0,490.0,0.2097533942920476,0.5480984340044742
111011214,Warners Bay - Boolaroo,14694.0,0.1473390499523615,45.0,802.0,410.0,0.2281466290694693,0.5112219451371571
111021215,Bolton Point - Teralba,10135.0,0.1851998026640355,42.0,714.0,333.0,0.1892367217727752,0.4663865546218487
